fight_name,fighter_1_name,fighter_2_name,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_travel_speed,fighter_2_travel_speed,travel_speed_diff,travel_speed_advantage,fighter_1_agility,fighter_2_agility,agility_diff,agility_advantage,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_endurance,fighter_2_endurance,endurance_diff,endurance_advantage,fighter_1_durability,fighter_2_durability,durability_diff,durability_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_intelligence,fighter_2_intelligence,intelligence_diff,intelligence_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_weapon_proficiency,fighter_2_weapon_proficiency,weapon_proficiency_diff,weapon_proficiency_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_devil_fruit,fighter_2_devil_fruit,devil_fruit_diff,devil_fruit_advantage,fighter_1_mentality,fighter_2_mentality,mentality_diff,mentality_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,fighter_1_points,fighter_2_points,outcome
Kouzuki Hiyori vs Paulie,Kouzuki Hiyori,Paulie,2.5,6.5,-4.0,0,4.0,5.5,-1.5,0,3.5,7.0,-3.5,0,4.0,6.0,-2.0,0,3.0,6.0,-3.0,0,4.0,6.0,-2.0,0,5.0,6.5,-1.5,0,3.5,6.0,-2.5,0,5.0,7.0,-2.0,0,7.0,7.0,0.0,0,3.5,6.5,-3.0,0,2.5,7.0,-4.5,0,3.0,8.0,-5.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,7.0,0.5,1,6.0,7.0,-1.0,0,6,18,loss
Kouzuki Hiyori vs Urouge,Kouzuki Hiyori,Urouge,2.5,8.0,-5.5,0,4.0,5.5,-1.5,0,3.5,6.5,-3.0,0,4.0,6.5,-2.5,0,3.0,8.0,-5.0,0,4.0,7.0,-3.0,0,5.0,8.0,-3.0,0,3.5,7.5,-4.0,0,5.0,7.0,-2.0,0,7.0,6.5,0.5,1,3.5,7.0,-3.5,0,2.5,7.0,-4.5,0,3.0,4.5,-1.5,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,1.0,8.0,-7.0,0,7.5,7.0,0.5,1,6.0,8.0,-2.0,0,3,17,loss
Kouzuki Hiyori vs Namur,Kouzuki Hiyori,Namur,2.5,7.5,-5.0,0,4.0,6.5,-2.5,0,3.5,6.5,-3.0,0,4.0,6.5,-2.5,0,3.0,7.5,-4.5,0,4.0,6.5,-2.5,0,5.0,7.0,-2.0,0,3.5,6.5,-3.0,0,5.0,7.0,-2.0,0,7.0,5.5,1.5,1,3.5,6.5,-3.0,0,2.5,7.5,-5.0,0,3.0,3.5,-0.5,0,1.0,4.0,-3.0,0,1.0,3.5,-2.5,0,0.0,0.0,0.0,0,1.0,7.0,-6.0,0,7.5,6.5,1.0,1,6.0,6.5,-0.5,0,3,17,loss
Kouzuki Hiyori vs Senor Pink,Kouzuki Hiyori,Senor Pink,2.5,7.0,-4.5,0,4.0,5.0,-1.0,0,3.5,6.5,-3.0,0,4.0,6.5,-2.5,0,3.0,7.0,-4.0,0,4.0,7.0,-3.0,0,5.0,8.0,-3.0,0,3.5,7.5,-4.0,0,5.0,7.5,-2.5,0,7.0,6.0,1.0,1,3.5,7.0,-3.5,0,2.5,7.5,-5.0,0,3.0,3.0,0.0,0,1.0,5.5,-4.5,0,1.0,4.0,-3.0,0,0.0,0.0,0.0,0,1.0,6.5,-5.5,0,7.5,8.5,-1.0,0,6.0,7.5,-1.5,0,3,18,loss
Kouzuki Hiyori vs Cavendish,Kouzuki Hiyori,Cavendish,2.5,7.5,-5.0,0,4.0,7.5,-3.5,0,3.5,8.0,-4.5,0,4.0,7.5,-3.5,0,3.0,8.0,-5.0,0,4.0,6.5,-2.5,0,5.0,7.0,-2.0,0,3.5,7.0,-3.5,0,5.0,7.0,-2.0,0,7.0,7.0,0.0,0,3.5,7.5,-4.0,0,2.5,8.0,-5.5,0,3.0,9.0,-6.0,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,6.5,1.0,1,6.0,7.5,-1.5,0,4,18,loss
Kouzuki Hiyori vs Gecko Moria,Kouzuki Hiyori,Gecko Moria,2.5,6.5,-4.0,0,4.0,2.5,1.5,1,3.5,3.5,0.0,0,4.0,4.5,-0.5,0,3.0,7.5,-4.5,0,4.0,5.5,-1.5,0,5.0,6.0,-1.0,0,3.5,6.0,-2.5,0,5.0,6.0,-1.0,0,7.0,6.5,0.5,1,3.5,6.0,-2.5,0,2.5,5.0,-2.5,0,3.0,3.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,8.5,-7.5,0,7.5,5.0,2.5,1,6.0,8.0,-2.0,0,8,16,loss
Kouzuki Hiyori vs Karoo,Kouzuki Hiyori,Karoo,2.5,2.0,0.5,1,4.0,7.0,-3.0,0,3.5,6.5,-3.0,0,4.0,4.5,-0.5,0,3.0,1.5,1.5,1,4.0,3.5,0.5,1,5.0,5.5,-0.5,0,3.5,3.5,0.0,0,5.0,6.5,-1.5,0,7.0,3.0,4.0,1,3.5,2.5,1.0,1,2.5,1.5,1.0,1,3.0,1.0,2.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,6.5,1.0,1,6.0,4.5,1.5,1,14,10,victory
Kouzuki Hiyori vs Monet,Kouzuki Hiyori,Monet,2.5,4.5,-2.0,0,4.0,7.5,-3.5,0,3.5,7.0,-3.5,0,4.0,6.0,-2.0,0,3.0,7.0,-4.0,0,4.0,6.0,-2.0,0,5.0,5.5,-0.5,0,3.5,5.0,-1.5,0,5.0,6.5,-1.5,0,7.0,7.0,0.0,0,3.5,6.5,-3.0,0,2.5,6.5,-4.0,0,3.0,4.0,-1.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,8.0,-7.0,0,7.5,7.0,0.5,1,6.0,6.0,0.0,0,6,18,loss
Kouzuki Hiyori vs Kaku,Kouzuki Hiyori,Kaku,2.5,8.0,-5.5,0,4.0,7.0,-3.0,0,3.5,9.0,-5.5,0,4.0,8.0,-4.0,0,3.0,8.5,-5.5,0,4.0,7.0,-3.0,0,5.0,7.5,-2.5,0,3.5,7.5,-4.0,0,5.0,7.5,-2.5,0,7.0,8.0,-1.0,0,3.5,8.0,-4.5,0,2.5,9.0,-6.5,0,3.0,8.5,-5.5,0,1.0,3.0,-2.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,1.0,7.5,-6.5,0,7.5,7.0,0.5,1,6.0,8.5,-2.5,0,2,18,loss
Kouzuki Hiyori vs Orlumbus,Kouzuki Hiyori,Orlumbus,2.5,6.0,-3.5,0,4.0,4.5,-0.5,0,3.5,3.5,0.0,0,4.0,4.0,0.0,0,3.0,5.0,-2.0,0,4.0,5.0,-1.0,0,5.0,5.5,-0.5,0,3.5,5.0,-1.5,0,5.0,6.5,-1.5,0,7.0,6.0,1.0,1,3.5,6.5,-3.0,0,2.5,5.0,-2.5,0,3.0,5.5,-2.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,7.0,0.5,1,6.0,6.5,-0.5,0,8,17,loss
Kouzuki Hiyori vs Emporio Ivankov,Kouzuki Hiyori,Emporio Ivankov,2.5,7.0,-4.5,0,4.0,6.0,-2.0,0,3.5,7.5,-4.0,0,4.0,7.5,-3.5,0,3.0,7.5,-4.5,0,4.0,7.0,-3.0,0,5.0,7.5,-2.5,0,3.5,7.0,-3.5,0,5.0,7.5,-2.5,0,7.0,7.5,-0.5,0,3.5,8.0,-4.5,0,2.5,8.0,-5.5,0,3.0,2.0,1.0,1,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,1.0,8.5,-7.5,0,7.5,8.5,-1.0,0,6.0,8.5,-2.5,0,2,18,loss
Kouzuki Hiyori vs Morgans,Kouzuki Hiyori,Morgans,2.5,3.5,-1.0,0,4.0,6.0,-2.0,0,3.5,6.0,-2.5,0,4.0,5.0,-1.0,0,3.0,4.0,-1.0,0,4.0,4.5,-0.5,0,5.0,6.5,-1.5,0,3.5,4.5,-1.0,0,5.0,7.0,-2.0,0,7.0,8.5,-1.5,0,3.5,5.0,-1.5,0,2.5,3.5,-1.0,0,3.0,3.0,0.0,0,1.0,1.0,0.0,0,1.0,3.5,-2.5,0,0.0,0.0,0.0,0,1.0,4.0,-3.0,0,7.5,8.5,-1.0,0,6.0,8.0,-2.0,0,3,19,loss
Kouzuki Hiyori vs Bell-mère,Kouzuki Hiyori,Bell-mère,2.5,4.5,-2.0,0,4.0,4.0,0.0,0,3.5,4.5,-1.0,0,4.0,5.0,-1.0,0,3.0,4.5,-1.5,0,4.0,4.5,-0.5,0,5.0,6.5,-1.5,0,3.5,4.5,-1.0,0,5.0,5.5,-0.5,0,7.0,6.5,0.5,1,3.5,4.0,-0.5,0,2.5,5.0,-2.5,0,3.0,5.0,-2.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,0.5,0.5,1,7.5,8.5,-1.0,0,6.0,6.0,0.0,0,7,17,loss
Kouzuki Hiyori vs Basil Hawkins,Kouzuki Hiyori,Basil Hawkins,2.5,6.5,-4.0,0,4.0,5.0,-1.0,0,3.5,5.5,-2.0,0,4.0,7.0,-3.0,0,3.0,7.0,-4.0,0,4.0,7.5,-3.5,0,5.0,7.0,-2.0,0,3.5,7.0,-3.5,0,5.0,7.0,-2.0,0,7.0,8.5,-1.5,0,3.5,8.0,-4.5,0,2.5,6.5,-4.0,0,3.0,6.5,-3.5,0,1.0,7.0,-6.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,1.0,8.5,-7.5,0,7.5,6.5,1.0,1,6.0,7.5,-1.5,0,2,18,loss
Kouzuki Hiyori vs Denjiro,Kouzuki Hiyori,Denjiro,2.5,8.0,-5.5,0,4.0,7.0,-3.0,0,3.5,7.5,-4.0,0,4.0,7.5,-3.5,0,3.0,8.5,-5.5,0,4.0,7.0,-3.0,0,5.0,7.5,-2.5,0,3.5,7.5,-4.0,0,5.0,8.0,-3.0,0,7.0,8.5,-1.5,0,3.5,8.5,-5.0,0,2.5,8.5,-6.0,0,3.0,9.5,-6.5,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,9.0,-1.5,0,6.0,9.0,-3.0,0,2,19,loss
Kouzuki Hiyori vs Gin,Kouzuki Hiyori,Gin,2.5,6.5,-4.0,0,4.0,4.5,-0.5,0,3.5,5.5,-2.0,0,4.0,6.0,-2.0,0,3.0,7.0,-4.0,0,4.0,5.5,-1.5,0,5.0,6.0,-1.0,0,3.5,5.5,-2.0,0,5.0,6.5,-1.5,0,7.0,5.5,1.5,1,3.5,6.5,-3.0,0,2.5,7.0,-4.5,0,3.0,7.5,-4.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,7.0,0.5,1,6.0,6.5,-0.5,0,6,17,loss
Kouzuki Hiyori vs Jewelry Bonney,Kouzuki Hiyori,Jewelry Bonney,2.5,5.5,-3.0,0,4.0,6.0,-2.0,0,3.5,6.0,-2.5,0,4.0,6.0,-2.0,0,3.0,6.5,-3.5,0,4.0,6.0,-2.0,0,5.0,6.0,-1.0,0,3.5,5.5,-2.0,0,5.0,6.5,-1.5,0,7.0,7.0,0.0,0,3.5,7.0,-3.5,0,2.5,5.5,-3.0,0,3.0,3.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,8.0,-7.0,0,7.5,7.0,0.5,1,6.0,7.0,-1.0,0,6,18,loss
Kouzuki Hiyori vs Charlotte Linlin,Kouzuki Hiyori,Charlotte Linlin,2.5,10.0,-7.5,0,4.0,6.0,-2.0,0,3.5,5.0,-1.5,0,4.0,8.0,-4.0,0,3.0,10.0,-7.0,0,4.0,9.0,-5.0,0,5.0,10.0,-5.0,0,3.5,9.5,-6.0,0,5.0,9.0,-4.0,0,7.0,6.5,0.5,1,3.5,7.5,-4.0,0,2.5,9.5,-7.0,0,3.0,8.0,-5.0,0,1.0,9.5,-8.5,0,1.0,7.5,-6.5,0,0.0,1.0,-1.0,0,1.0,10.0,-9.0,0,7.5,4.5,3.0,1,6.0,9.5,-3.5,0,2,17,loss
Kouzuki Hiyori vs Marguerite,Kouzuki Hiyori,Marguerite,2.5,4.5,-2.0,0,4.0,5.5,-1.5,0,3.5,7.0,-3.5,0,4.0,6.5,-2.5,0,3.0,6.5,-3.5,0,4.0,5.0,-1.0,0,5.0,5.5,-0.5,0,3.5,5.0,-1.5,0,5.0,6.5,-1.5,0,7.0,6.0,1.0,1,3.5,6.0,-2.5,0,2.5,7.0,-4.5,0,3.0,7.5,-4.5,0,1.0,6.0,-5.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,1.0,0.5,0.5,1,7.5,7.5,0.0,0,6.0,6.5,-0.5,0,4,17,loss
Kouzuki Hiyori vs Wyper,Kouzuki Hiyori,Wyper,2.5,7.0,-4.5,0,4.0,5.5,-1.5,0,3.5,7.0,-3.5,0,4.0,6.5,-2.5,0,3.0,8.0,-5.0,0,4.0,5.5,-1.5,0,5.0,8.0,-3.0,0,3.5,6.5,-3.0,0,5.0,7.5,-2.5,0,7.0,6.0,1.0,1,3.5,7.0,-3.5,0,2.5,7.0,-4.5,0,3.0,8.0,-5.0,0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0,1.0,0.0,1.0,1,7.5,8.5,-1.0,0,6.0,7.0,-1.0,0,5,15,loss
Kouzuki Hiyori vs Animal Species/Arabasta Saga,Kouzuki Hiyori,Animal Species/Arabasta Saga,2.5,6.5,-4.0,0,4.0,5.5,-1.5,0,3.5,6.0,-2.5,0,4.0,6.0,-2.0,0,3.0,7.0,-4.0,0,4.0,6.0,-2.0,0,5.0,7.0,-2.0,0,3.5,6.0,-2.5,0,5.0,7.0,-2.0,0,7.0,6.0,1.0,1,3.5,6.5,-3.0,0,2.5,7.0,-4.5,0,3.0,6.5,-3.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,7.0,-6.0,0,7.5,7.5,0.0,0,6.0,6.5,-0.5,0,5,18,loss
Kouzuki Hiyori vs Charlotte Mont-d'Or,Kouzuki Hiyori,Charlotte Mont-d'Or,2.5,6.5,-4.0,0,4.0,5.0,-1.0,0,3.5,6.0,-2.5,0,4.0,6.0,-2.0,0,3.0,7.0,-4.0,0,4.0,6.5,-2.5,0,5.0,6.5,-1.5,0,3.5,6.0,-2.5,0,5.0,6.5,-1.5,0,7.0,8.0,-1.0,0,3.5,7.0,-3.5,0,2.5,7.0,-4.5,0,3.0,5.5,-2.5,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,1.0,7.5,-6.5,0,7.5,7.0,0.5,1,6.0,7.5,-1.5,0,2,18,loss
Kouzuki Hiyori vs Caesar Clown,Kouzuki Hiyori,Caesar Clown,2.5,4.0,-1.5,0,4.0,4.0,0.0,0,3.5,5.0,-1.5,0,4.0,5.5,-1.5,0,3.0,7.0,-4.0,0,4.0,5.0,-1.0,0,5.0,4.5,0.5,1,3.5,4.5,-1.0,0,5.0,5.0,0.0,0,7.0,9.0,-2.0,0,3.5,6.0,-2.5,0,2.5,4.5,-2.0,0,3.0,6.5,-3.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,8.0,-7.0,0,7.5,3.5,4.0,1,6.0,7.0,-1.0,0,7,17,loss
Kouzuki Hiyori vs Kin'emon,Kouzuki Hiyori,Kin'emon,2.5,6.5,-4.0,0,4.0,5.5,-1.5,0,3.5,6.5,-3.0,0,4.0,6.5,-2.5,0,3.0,7.0,-4.0,0,4.0,6.0,-2.0,0,5.0,6.5,-1.5,0,3.5,6.0,-2.5,0,5.0,6.5,-1.5,0,7.0,6.0,1.0,1,3.5,7.5,-4.0,0,2.5,7.5,-5.0,0,3.0,8.0,-5.0,0,1.0,6.5,-5.5,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,1.0,7.0,-6.0,0,7.5,8.0,-0.5,0,6.0,7.5,-1.5,0,2,18,loss
Kouzuki Hiyori vs Zeff,Kouzuki Hiyori,Zeff,2.5,6.5,-4.0,0,4.0,5.5,-1.5,0,3.5,4.5,-1.0,0,4.0,6.5,-2.5,0,3.0,6.0,-3.0,0,4.0,6.0,-2.0,0,5.0,7.5,-2.5,0,3.5,7.0,-3.5,0,5.0,6.5,-1.5,0,7.0,7.5,-0.5,0,3.5,7.5,-4.0,0,2.5,7.5,-5.0,0,3.0,4.0,-1.0,0,1.0,4.5,-3.5,0,1.0,4.5,-3.5,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,8.5,-1.0,0,6.0,9.0,-3.0,0,2,19,loss
Kouzuki Hiyori vs Vista,Kouzuki Hiyori,Vista,2.5,8.0,-5.5,0,4.0,6.5,-2.5,0,3.5,7.5,-4.0,0,4.0,8.5,-4.5,0,3.0,8.0,-5.0,0,4.0,7.5,-3.5,0,5.0,7.5,-2.5,0,3.5,7.5,-4.0,0,5.0,8.0,-3.0,0,7.0,7.0,0.0,0,3.5,8.0,-4.5,0,2.5,9.0,-6.5,0,3.0,9.5,-6.5,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,7.5,0.0,0,6.0,9.0,-3.0,0,4,19,loss
Kouzuki Hiyori vs Charlotte Perospero,Kouzuki Hiyori,Charlotte Perospero,2.5,7.0,-4.5,0,4.0,6.0,-2.0,0,3.5,5.0,-1.5,0,4.0,6.5,-2.5,0,3.0,8.0,-5.0,0,4.0,7.0,-3.0,0,5.0,7.0,-2.0,0,3.5,7.0,-3.5,0,5.0,7.0,-2.0,0,7.0,7.5,-0.5,0,3.5,7.5,-4.0,0,2.5,7.0,-4.5,0,3.0,5.5,-2.5,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,1.0,9.0,-8.0,0,7.5,7.5,0.0,0,6.0,8.0,-2.0,0,2,19,loss
Kouzuki Hiyori vs Kawamatsu,Kouzuki Hiyori,Kawamatsu,2.5,7.5,-5.0,0,4.0,6.0,-2.0,0,3.5,7.0,-3.5,0,4.0,7.0,-3.0,0,3.0,8.0,-5.0,0,4.0,7.0,-3.0,0,5.0,8.5,-3.5,0,3.5,7.5,-4.0,0,5.0,8.5,-3.5,0,7.0,6.5,0.5,1,3.5,7.5,-4.0,0,2.5,8.5,-6.0,0,3.0,8.0,-5.0,0,1.0,6.5,-5.5,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,9.0,-1.5,0,6.0,8.5,-2.5,0,3,18,loss
Kouzuki Hiyori vs Pandaman,Kouzuki Hiyori,Pandaman,2.5,3.5,-1.0,0,4.0,4.0,0.0,0,3.5,4.5,-1.0,0,4.0,5.0,-1.0,0,3.0,3.0,0.0,0,4.0,3.5,0.5,1,5.0,6.0,-1.0,0,3.5,4.5,-1.0,0,5.0,6.5,-1.5,0,7.0,5.5,1.5,1,3.5,2.5,1.0,1,2.5,2.5,0.0,0,3.0,2.5,0.5,1,1.0,1.0,0.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,7.5,0.0,0,6.0,8.5,-2.5,0,11,15,loss
Kouzuki Hiyori vs Bartholomew Kuma,Kouzuki Hiyori,Bartholomew Kuma,2.5,9.5,-7.0,0,4.0,10.0,-6.0,0,3.5,7.5,-4.0,0,4.0,9.0,-5.0,0,3.0,9.5,-6.5,0,4.0,8.5,-4.5,0,5.0,9.0,-4.0,0,3.5,9.5,-6.0,0,5.0,9.5,-4.5,0,7.0,8.5,-1.5,0,3.5,9.0,-5.5,0,2.5,8.0,-5.5,0,3.0,4.0,-1.0,0,1.0,8.0,-7.0,0,1.0,8.0,-7.0,0,0.0,0.0,0.0,0,1.0,10.0,-9.0,0,7.5,7.5,0.0,0,6.0,9.5,-3.5,0,2,19,loss
Kouzuki Hiyori vs Charlotte Cracker,Kouzuki Hiyori,Charlotte Cracker,2.5,8.5,-6.0,0,4.0,7.0,-3.0,0,3.5,7.0,-3.5,0,4.0,7.5,-3.5,0,3.0,9.0,-6.0,0,4.0,9.0,-5.0,0,5.0,7.0,-2.0,0,3.5,8.0,-4.5,0,5.0,8.0,-3.0,0,7.0,7.5,-0.5,0,3.5,8.5,-5.0,0,2.5,8.0,-5.5,0,3.0,8.0,-5.0,0,1.0,8.5,-7.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,1.0,9.0,-8.0,0,7.5,7.5,0.0,0,6.0,8.5,-2.5,0,2,19,loss
Kouzuki Hiyori vs Chouchou,Kouzuki Hiyori,Chouchou,2.5,1.5,1.0,1,4.0,2.0,2.0,1,3.5,3.0,0.5,1,4.0,3.0,1.0,1,3.0,1.5,1.5,1,4.0,2.0,2.0,1,5.0,4.0,1.0,1,3.5,2.5,1.0,1,5.0,3.5,1.5,1,7.0,3.0,4.0,1,3.5,2.0,1.5,1,2.5,1.5,1.0,1,3.0,1.0,2.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,7.5,8.0,-0.5,0,6.0,2.0,4.0,1,18,5,victory
Shirahoshi vs Pell,Shirahoshi,Pell,1.0,6.5,-5.5,0,1.5,7.0,-5.5,0,1.0,8.0,-7.0,0,2.5,6.5,-4.0,0,4.5,6.0,-1.5,0,1.0,5.0,-4.0,0,2.5,7.5,-5.0,0,1.5,8.0,-6.5,0,2.5,6.5,-4.0,0,5.0,6.0,-1.0,0,1.5,6.5,-5.0,0,1.0,6.5,-5.5,0,1.0,5.0,-4.0,0,1.0,1.5,-0.5,0,5.5,1.5,4.0,1,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,5.5,7.5,-2.0,0,1.5,6.5,-5.0,0,2,18,loss
Shirahoshi vs Issho,Shirahoshi,Issho,1.0,9.0,-8.0,0,1.5,7.0,-5.5,0,1.0,6.5,-5.5,0,2.5,8.5,-6.0,0,4.5,9.0,-4.5,0,1.0,8.5,-7.5,0,2.5,8.5,-6.0,0,1.5,8.5,-7.0,0,2.5,9.0,-6.5,0,5.0,8.0,-3.0,0,1.5,9.0,-7.5,0,1.0,9.0,-8.0,0,1.0,9.0,-8.0,0,1.0,9.0,-8.0,0,5.5,10.0,-4.5,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,5.5,9.0,-3.5,0,1.5,9.5,-8.0,0,1,19,loss
Shirahoshi vs Sakazuki,Shirahoshi,Sakazuki,1.0,9.5,-8.5,0,1.5,7.5,-6.0,0,1.0,7.0,-6.0,0,2.5,8.5,-6.0,0,4.5,10.0,-5.5,0,1.0,8.5,-7.5,0,2.5,9.5,-7.0,0,1.5,9.5,-8.0,0,2.5,9.5,-7.0,0,5.0,7.0,-2.0,0,1.5,9.0,-7.5,0,1.0,9.5,-8.5,0,1.0,4.5,-3.5,0,1.0,9.5,-8.5,0,5.5,8.5,-3.0,0,0.0,0.0,0.0,0,4.5,10.0,-5.5,0,5.5,9.0,-3.5,0,1.5,9.5,-8.0,0,1,19,loss
Shirahoshi vs Kurozumi Tama,Shirahoshi,Kurozumi Tama,1.0,2.0,-1.0,0,1.5,3.0,-1.5,0,1.0,4.0,-3.0,0,2.5,3.0,-0.5,0,4.5,3.5,1.0,1,1.0,2.5,-1.5,0,2.5,4.0,-1.5,0,1.5,3.0,-1.5,0,2.5,4.0,-1.5,0,5.0,5.5,-0.5,0,1.5,4.0,-2.5,0,1.0,1.5,-0.5,0,1.0,1.5,-0.5,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,5.5,6.5,-1.0,0,1.5,3.0,-1.5,0,4,17,loss
Shirahoshi vs Killer,Shirahoshi,Killer,1.0,7.0,-6.0,0,1.5,6.5,-5.0,0,1.0,7.5,-6.5,0,2.5,7.5,-5.0,0,4.5,8.0,-3.5,0,1.0,6.0,-5.0,0,2.5,7.0,-4.5,0,1.5,6.5,-5.0,0,2.5,7.0,-4.5,0,5.0,7.0,-2.0,0,1.5,8.0,-6.5,0,1.0,8.0,-7.0,0,1.0,9.0,-8.0,0,1.0,7.0,-6.0,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.5,-2.0,0,1.5,8.0,-6.5,0,2,18,loss
Shirahoshi vs Ulti,Shirahoshi,Ulti,1.0,8.0,-7.0,0,1.5,6.5,-5.0,0,1.0,6.0,-5.0,0,2.5,7.5,-5.0,0,4.5,7.5,-3.0,0,1.0,7.5,-6.5,0,2.5,8.0,-5.5,0,1.5,8.5,-7.0,0,2.5,7.5,-5.0,0,5.0,5.5,-0.5,0,1.5,6.5,-5.0,0,1.0,7.5,-6.5,0,1.0,4.0,-3.0,0,1.0,7.0,-6.0,0,5.5,5.5,0.0,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,5.5,7.0,-1.5,0,1.5,6.5,-5.0,0,2,19,loss
Shirahoshi vs Benn Beckman,Shirahoshi,Benn Beckman,1.0,8.5,-7.5,0,1.5,7.0,-5.5,0,1.0,7.5,-6.5,0,2.5,9.0,-6.5,0,4.5,9.0,-4.5,0,1.0,7.5,-6.5,0,2.5,8.5,-6.0,0,1.5,8.0,-6.5,0,2.5,9.0,-6.5,0,5.0,10.0,-5.0,0,1.5,9.5,-8.0,0,1.0,9.0,-8.0,0,1.0,10.0,-9.0,0,1.0,9.0,-8.0,0,5.5,9.0,-3.5,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,9.5,-4.0,0,1.5,10.0,-8.5,0,2,18,loss
Shirahoshi vs Koala,Shirahoshi,Koala,1.0,6.0,-5.0,0,1.5,6.0,-4.5,0,1.0,7.5,-6.5,0,2.5,7.0,-4.5,0,4.5,6.5,-2.0,0,1.0,5.5,-4.5,0,2.5,6.0,-3.5,0,1.5,5.5,-4.0,0,2.5,6.5,-4.0,0,5.0,7.5,-2.5,0,1.5,7.0,-5.5,0,1.0,7.5,-6.5,0,1.0,4.5,-3.5,0,1.0,5.0,-4.0,0,5.5,5.0,0.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,8.5,-3.0,0,1.5,7.0,-5.5,0,3,17,loss
