fight_name,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,outcome
Urouge vs Zeff,6.5,6.5,0.0,0,7.0,6.5,0.5,1,8.0,6.5,1.5,1,8.0,6.0,2.0,1,7.0,6.0,1.0,1,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.0,4.5,2.5,1,6.0,4.5,1.5,1,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,victory
Urouge vs Vista,6.5,8.5,-2.0,0,7.0,8.0,-1.0,0,8.0,8.0,0.0,0,8.0,8.0,0.0,0,7.0,7.5,-0.5,0,7.0,9.0,-2.0,0,7.0,8.0,-1.0,0,7.0,8.0,-1.0,0,6.0,7.0,-1.0,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,loss
Urouge vs Charlotte Perospero,6.5,6.5,0.0,0,7.0,7.0,0.0,0,8.0,7.0,1.0,1,8.0,8.0,0.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.0,7.0,0.0,0,6.0,6.0,0.0,0,0.0,0.0,0.0,0,8.0,8.0,0.0,0,loss
Urouge vs Kawamatsu,6.5,7.0,-0.5,0,7.0,8.5,-1.5,0,8.0,7.5,0.5,1,8.0,8.0,0.0,0,7.0,7.0,0.0,0,7.0,8.5,-1.5,0,7.0,7.5,-0.5,0,7.0,6.5,0.5,1,6.0,6.0,0.0,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,loss
Urouge vs Pandaman,6.5,5.0,1.5,1,7.0,6.5,0.5,1,8.0,3.5,4.5,1,8.0,3.0,5.0,1,7.0,3.5,3.5,1,7.0,2.5,4.5,1,7.0,2.5,4.5,1,7.0,1.0,6.0,1,6.0,5.0,1.0,1,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,victory
Urouge vs Bartholomew Kuma,6.5,9.0,-2.5,0,7.0,9.5,-2.5,0,8.0,9.5,-1.5,0,8.0,9.5,-1.5,0,7.0,8.5,-1.5,0,7.0,8.0,-1.0,0,7.0,9.0,-2.0,0,7.0,8.0,-1.0,0,6.0,8.0,-2.0,0,0.0,0.0,0.0,0,8.0,9.5,-1.5,0,loss
Urouge vs Charlotte Cracker,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,8.0,8.5,-0.5,0,8.0,9.0,-1.0,0,7.0,9.0,-2.0,0,7.0,8.0,-1.0,0,7.0,8.5,-1.5,0,7.0,8.5,-1.5,0,6.0,7.5,-1.5,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,loss
Urouge vs Chouchou,6.5,3.0,3.5,1,7.0,3.5,3.5,1,8.0,1.5,6.5,1,8.0,1.5,6.5,1,7.0,2.0,5.0,1,7.0,1.5,5.5,1,7.0,2.0,5.0,1,7.0,1.0,6.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,8.0,2.0,6.0,1,victory
Namur vs Senor Pink,6.5,6.5,0.0,0,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,7.5,7.0,0.5,1,6.5,7.0,-0.5,0,7.5,7.5,0.0,0,6.5,7.0,-0.5,0,4.0,5.5,-1.5,0,3.5,4.0,-0.5,0,0.0,0.0,0.0,0,6.5,7.5,-1.0,0,loss
Namur vs Cavendish,6.5,7.5,-1.0,0,7.0,7.0,0.0,0,7.5,7.5,0.0,0,7.5,8.0,-0.5,0,6.5,6.5,0.0,0,7.5,8.0,-0.5,0,6.5,7.5,-1.0,0,4.0,6.0,-2.0,0,3.5,6.0,-2.5,0,0.0,0.0,0.0,0,6.5,7.5,-1.0,0,loss
Namur vs Gecko Moria,6.5,4.5,2.0,1,7.0,6.0,1.0,1,7.5,6.5,1.0,1,7.5,7.5,0.0,0,6.5,5.5,1.0,1,7.5,5.0,2.5,1,6.5,6.0,0.5,1,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,8.0,-1.5,0,victory
Namur vs Karoo,6.5,4.5,2.0,1,7.0,6.5,0.5,1,7.5,2.0,5.5,1,7.5,1.5,6.0,1,6.5,3.5,3.0,1,7.5,1.5,6.0,1,6.5,2.5,4.0,1,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,4.5,2.0,1,victory
Namur vs Monet,6.5,6.0,0.5,1,7.0,6.5,0.5,1,7.5,4.5,3.0,1,7.5,7.0,0.5,1,6.5,6.0,0.5,1,7.5,6.5,1.0,1,6.5,6.5,0.0,0,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,6.0,0.5,1,victory
Namur vs Kaku,6.5,8.0,-1.5,0,7.0,7.5,-0.5,0,7.5,8.0,-0.5,0,7.5,8.5,-1.0,0,6.5,7.0,-0.5,0,7.5,9.0,-1.5,0,6.5,8.0,-1.5,0,4.0,3.0,1.0,1,3.5,3.0,0.5,1,0.0,0.0,0.0,0,6.5,8.5,-2.0,0,loss
Namur vs Orlumbus,6.5,4.0,2.5,1,7.0,6.5,0.5,1,7.5,6.0,1.5,1,7.5,5.0,2.5,1,6.5,5.0,1.5,1,7.5,5.0,2.5,1,6.5,6.5,0.0,0,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,6.5,0.0,0,victory
Namur vs Emporio Ivankov,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,7.5,7.5,0.0,0,6.5,7.0,-0.5,0,7.5,8.0,-0.5,0,6.5,8.0,-1.5,0,4.0,6.0,-2.0,0,3.5,6.0,-2.5,0,0.0,0.0,0.0,0,6.5,8.5,-2.0,0,loss
Namur vs Morgans,6.5,5.0,1.5,1,7.0,7.0,0.0,0,7.5,3.5,4.0,1,7.5,4.0,3.5,1,6.5,4.5,2.0,1,7.5,3.5,4.0,1,6.5,5.0,1.5,1,4.0,1.0,3.0,1,3.5,3.5,0.0,0,0.0,0.0,0.0,0,6.5,8.0,-1.5,0,victory
Namur vs Bell-mère,6.5,5.0,1.5,1,7.0,5.5,1.5,1,7.5,4.5,3.0,1,7.5,4.5,3.0,1,6.5,4.5,2.0,1,7.5,5.0,2.5,1,6.5,4.0,2.5,1,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,6.0,0.5,1,victory
Namur vs Basil Hawkins,6.5,7.0,-0.5,0,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.5,7.0,0.5,1,6.5,7.5,-1.0,0,7.5,6.5,1.0,1,6.5,8.0,-1.5,0,4.0,7.0,-3.0,0,3.5,7.0,-3.5,0,0.0,0.0,0.0,0,6.5,7.5,-1.0,0,loss
Namur vs Denjiro,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,7.5,8.0,-0.5,0,7.5,8.5,-1.0,0,6.5,7.0,-0.5,0,7.5,8.5,-1.0,0,6.5,8.5,-2.0,0,4.0,8.0,-4.0,0,3.5,7.0,-3.5,0,0.0,0.0,0.0,0,6.5,9.0,-2.5,0,loss
Namur vs Gin,6.5,6.0,0.5,1,7.0,6.5,0.5,1,7.5,6.5,1.0,1,7.5,7.0,0.5,1,6.5,5.5,1.0,1,7.5,7.0,0.5,1,6.5,6.5,0.0,0,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,6.5,0.0,0,victory
Namur vs Jewelry Bonney,6.5,6.0,0.5,1,7.0,6.5,0.5,1,7.5,5.5,2.0,1,7.5,6.5,1.0,1,6.5,6.0,0.5,1,7.5,5.5,2.0,1,6.5,7.0,-0.5,0,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,7.0,-0.5,0,victory
Namur vs Charlotte Linlin,6.5,8.0,-1.5,0,7.0,9.0,-2.0,0,7.5,10.0,-2.5,0,7.5,10.0,-2.5,0,6.5,9.0,-2.5,0,7.5,9.5,-2.0,0,6.5,7.5,-1.0,0,4.0,9.5,-5.5,0,3.5,7.5,-4.0,0,0.0,1.0,-1.0,0,6.5,9.5,-3.0,0,loss
Namur vs Marguerite,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.5,4.5,3.0,1,7.5,6.5,1.0,1,6.5,5.0,1.5,1,7.5,7.0,0.5,1,6.5,6.0,0.5,1,4.0,6.0,-2.0,0,3.5,5.0,-1.5,0,0.0,0.0,0.0,0,6.5,6.5,0.0,0,victory
Namur vs Wyper,6.5,6.5,0.0,0,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,7.5,8.0,-0.5,0,6.5,5.5,1.0,1,7.5,7.0,0.5,1,6.5,7.0,-0.5,0,4.0,0.0,4.0,1,3.5,0.0,3.5,1,0.0,0.0,0.0,0,6.5,7.0,-0.5,0,loss
Namur vs Animal Species/Arabasta Saga,6.5,6.0,0.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.5,7.0,0.5,1,6.5,6.0,0.5,1,7.5,7.0,0.5,1,6.5,6.5,0.0,0,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,6.5,0.0,0,victory
Namur vs Charlotte Mont-d'Or,6.5,6.0,0.5,1,7.0,6.5,0.5,1,7.5,6.5,1.0,1,7.5,7.0,0.5,1,6.5,6.5,0.0,0,7.5,7.0,0.5,1,6.5,7.0,-0.5,0,4.0,7.0,-3.0,0,3.5,6.0,-2.5,0,0.0,0.0,0.0,0,6.5,7.5,-1.0,0,victory
Namur vs Caesar Clown,6.5,5.5,1.0,1,7.0,5.0,2.0,1,7.5,4.0,3.5,1,7.5,7.0,0.5,1,6.5,5.0,1.5,1,7.5,4.5,3.0,1,6.5,6.0,0.5,1,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,7.0,-0.5,0,victory
Namur vs Kin'emon,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.5,6.5,1.0,1,7.5,7.0,0.5,1,6.5,6.0,0.5,1,7.5,7.5,0.0,0,6.5,7.5,-1.0,0,4.0,6.5,-2.5,0,3.5,5.0,-1.5,0,0.0,0.0,0.0,0,6.5,7.5,-1.0,0,draw
Namur vs Zeff,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.5,6.5,1.0,1,7.5,6.0,1.5,1,6.5,6.0,0.5,1,7.5,7.5,0.0,0,6.5,7.5,-1.0,0,4.0,4.5,-0.5,0,3.5,4.5,-1.0,0,0.0,0.0,0.0,0,6.5,9.0,-2.5,0,loss
Namur vs Vista,6.5,8.5,-2.0,0,7.0,8.0,-1.0,0,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,6.5,7.5,-1.0,0,7.5,9.0,-1.5,0,6.5,8.0,-1.5,0,4.0,8.0,-4.0,0,3.5,7.0,-3.5,0,0.0,0.0,0.0,0,6.5,9.0,-2.5,0,loss
Namur vs Charlotte Perospero,6.5,6.5,0.0,0,7.0,7.0,0.0,0,7.5,7.0,0.5,1,7.5,8.0,-0.5,0,6.5,7.0,-0.5,0,7.5,7.0,0.5,1,6.5,7.5,-1.0,0,4.0,7.0,-3.0,0,3.5,6.0,-2.5,0,0.0,0.0,0.0,0,6.5,8.0,-1.5,0,loss
Namur vs Kawamatsu,6.5,7.0,-0.5,0,7.0,8.5,-1.5,0,7.5,7.5,0.0,0,7.5,8.0,-0.5,0,6.5,7.0,-0.5,0,7.5,8.5,-1.0,0,6.5,7.5,-1.0,0,4.0,6.5,-2.5,0,3.5,6.0,-2.5,0,0.0,0.0,0.0,0,6.5,8.5,-2.0,0,loss
Namur vs Pandaman,6.5,5.0,1.5,1,7.0,6.5,0.5,1,7.5,3.5,4.0,1,7.5,3.0,4.5,1,6.5,3.5,3.0,1,7.5,2.5,5.0,1,6.5,2.5,4.0,1,4.0,1.0,3.0,1,3.5,5.0,-1.5,0,0.0,0.0,0.0,0,6.5,8.5,-2.0,0,victory
Namur vs Bartholomew Kuma,6.5,9.0,-2.5,0,7.0,9.5,-2.5,0,7.5,9.5,-2.0,0,7.5,9.5,-2.0,0,6.5,8.5,-2.0,0,7.5,8.0,-0.5,0,6.5,9.0,-2.5,0,4.0,8.0,-4.0,0,3.5,8.0,-4.5,0,0.0,0.0,0.0,0,6.5,9.5,-3.0,0,loss
Namur vs Charlotte Cracker,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,7.5,8.5,-1.0,0,7.5,9.0,-1.5,0,6.5,9.0,-2.5,0,7.5,8.0,-0.5,0,6.5,8.5,-2.0,0,4.0,8.5,-4.5,0,3.5,7.5,-4.0,0,0.0,0.0,0.0,0,6.5,8.5,-2.0,0,loss
Namur vs Chouchou,6.5,3.0,3.5,1,7.0,3.5,3.5,1,7.5,1.5,6.0,1,7.5,1.5,6.0,1,6.5,2.0,4.5,1,7.5,1.5,6.0,1,6.5,2.0,4.5,1,4.0,1.0,3.0,1,3.5,1.0,2.5,1,0.0,0.0,0.0,0,6.5,2.0,4.5,1,victory
Senor Pink vs Cavendish,6.5,7.5,-1.0,0,7.5,7.0,0.5,1,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.0,6.5,0.5,1,7.5,8.0,-0.5,0,7.0,7.5,-0.5,0,5.5,6.0,-0.5,0,4.0,6.0,-2.0,0,0.0,0.0,0.0,0,7.5,7.5,0.0,0,loss
Senor Pink vs Gecko Moria,6.5,4.5,2.0,1,7.5,6.0,1.5,1,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,7.0,5.5,1.5,1,7.5,5.0,2.5,1,7.0,6.0,1.0,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,8.0,-0.5,0,victory
Senor Pink vs Karoo,6.5,4.5,2.0,1,7.5,6.5,1.0,1,7.0,2.0,5.0,1,7.0,1.5,5.5,1,7.0,3.5,3.5,1,7.5,1.5,6.0,1,7.0,2.5,4.5,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,4.5,3.0,1,victory
Senor Pink vs Monet,6.5,6.0,0.5,1,7.5,6.5,1.0,1,7.0,4.5,2.5,1,7.0,7.0,0.0,0,7.0,6.0,1.0,1,7.5,6.5,1.0,1,7.0,6.5,0.5,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,6.0,1.5,1,victory
Senor Pink vs Kaku,6.5,8.0,-1.5,0,7.5,7.5,0.0,0,7.0,8.0,-1.0,0,7.0,8.5,-1.5,0,7.0,7.0,0.0,0,7.5,9.0,-1.5,0,7.0,8.0,-1.0,0,5.5,3.0,2.5,1,4.0,3.0,1.0,1,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Senor Pink vs Orlumbus,6.5,4.0,2.5,1,7.5,6.5,1.0,1,7.0,6.0,1.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.5,5.0,2.5,1,7.0,6.5,0.5,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Senor Pink vs Emporio Ivankov,6.5,7.5,-1.0,0,7.5,7.5,0.0,0,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.0,7.0,0.0,0,7.5,8.0,-0.5,0,7.0,8.0,-1.0,0,5.5,6.0,-0.5,0,4.0,6.0,-2.0,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Senor Pink vs Morgans,6.5,5.0,1.5,1,7.5,7.0,0.5,1,7.0,3.5,3.5,1,7.0,4.0,3.0,1,7.0,4.5,2.5,1,7.5,3.5,4.0,1,7.0,5.0,2.0,1,5.5,1.0,4.5,1,4.0,3.5,0.5,1,0.0,0.0,0.0,0,7.5,8.0,-0.5,0,victory
Senor Pink vs Bell-mère,6.5,5.0,1.5,1,7.5,5.5,2.0,1,7.0,4.5,2.5,1,7.0,4.5,2.5,1,7.0,4.5,2.5,1,7.5,5.0,2.5,1,7.0,4.0,3.0,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,6.0,1.5,1,victory
Senor Pink vs Basil Hawkins,6.5,7.0,-0.5,0,7.5,7.0,0.5,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.5,6.5,1.0,1,7.0,8.0,-1.0,0,5.5,7.0,-1.5,0,4.0,7.0,-3.0,0,0.0,0.0,0.0,0,7.5,7.5,0.0,0,loss
Senor Pink vs Denjiro,6.5,7.5,-1.0,0,7.5,8.0,-0.5,0,7.0,8.0,-1.0,0,7.0,8.5,-1.5,0,7.0,7.0,0.0,0,7.5,8.5,-1.0,0,7.0,8.5,-1.5,0,5.5,8.0,-2.5,0,4.0,7.0,-3.0,0,0.0,0.0,0.0,0,7.5,9.0,-1.5,0,loss
Senor Pink vs Gin,6.5,6.0,0.5,1,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,5.5,1.5,1,7.5,7.0,0.5,1,7.0,6.5,0.5,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Senor Pink vs Jewelry Bonney,6.5,6.0,0.5,1,7.5,6.5,1.0,1,7.0,5.5,1.5,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.5,5.5,2.0,1,7.0,7.0,0.0,0,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,7.0,0.5,1,victory
Senor Pink vs Charlotte Linlin,6.5,8.0,-1.5,0,7.5,9.0,-1.5,0,7.0,10.0,-3.0,0,7.0,10.0,-3.0,0,7.0,9.0,-2.0,0,7.5,9.5,-2.0,0,7.0,7.5,-0.5,0,5.5,9.5,-4.0,0,4.0,7.5,-3.5,0,0.0,1.0,-1.0,0,7.5,9.5,-2.0,0,loss
Senor Pink vs Marguerite,6.5,6.5,0.0,0,7.5,6.5,1.0,1,7.0,4.5,2.5,1,7.0,6.5,0.5,1,7.0,5.0,2.0,1,7.5,7.0,0.5,1,7.0,6.0,1.0,1,5.5,6.0,-0.5,0,4.0,5.0,-1.0,0,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Senor Pink vs Wyper,6.5,6.5,0.0,0,7.5,7.5,0.0,0,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,7.0,5.5,1.5,1,7.5,7.0,0.5,1,7.0,7.0,0.0,0,5.5,0.0,5.5,1,4.0,0.0,4.0,1,0.0,0.0,0.0,0,7.5,7.0,0.5,1,victory
Senor Pink vs Animal Species/Arabasta Saga,6.5,6.0,0.5,1,7.5,7.0,0.5,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,6.0,1.0,1,7.5,7.0,0.5,1,7.0,6.5,0.5,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Senor Pink vs Charlotte Mont-d'Or,6.5,6.0,0.5,1,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.5,7.0,0.5,1,7.0,7.0,0.0,0,5.5,7.0,-1.5,0,4.0,6.0,-2.0,0,0.0,0.0,0.0,0,7.5,7.5,0.0,0,victory
Senor Pink vs Caesar Clown,6.5,5.5,1.0,1,7.5,5.0,2.5,1,7.0,4.0,3.0,1,7.0,7.0,0.0,0,7.0,5.0,2.0,1,7.5,4.5,3.0,1,7.0,6.0,1.0,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,7.0,0.5,1,victory
Senor Pink vs Kin'emon,6.5,6.5,0.0,0,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,6.0,1.0,1,7.5,7.5,0.0,0,7.0,7.5,-0.5,0,5.5,6.5,-1.0,0,4.0,5.0,-1.0,0,0.0,0.0,0.0,0,7.5,7.5,0.0,0,draw
Senor Pink vs Zeff,6.5,6.5,0.0,0,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.5,7.5,0.0,0,7.0,7.5,-0.5,0,5.5,4.5,1.0,1,4.0,4.5,-0.5,0,0.0,0.0,0.0,0,7.5,9.0,-1.5,0,victory
Senor Pink vs Vista,6.5,8.5,-2.0,0,7.5,8.0,-0.5,0,7.0,8.0,-1.0,0,7.0,8.0,-1.0,0,7.0,7.5,-0.5,0,7.5,9.0,-1.5,0,7.0,8.0,-1.0,0,5.5,8.0,-2.5,0,4.0,7.0,-3.0,0,0.0,0.0,0.0,0,7.5,9.0,-1.5,0,loss
Senor Pink vs Charlotte Perospero,6.5,6.5,0.0,0,7.5,7.0,0.5,1,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,7.0,7.0,0.0,0,7.5,7.0,0.5,1,7.0,7.5,-0.5,0,5.5,7.0,-1.5,0,4.0,6.0,-2.0,0,0.0,0.0,0.0,0,7.5,8.0,-0.5,0,loss
Senor Pink vs Kawamatsu,6.5,7.0,-0.5,0,7.5,8.5,-1.0,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.0,7.0,0.0,0,7.5,8.5,-1.0,0,7.0,7.5,-0.5,0,5.5,6.5,-1.0,0,4.0,6.0,-2.0,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Senor Pink vs Pandaman,6.5,5.0,1.5,1,7.5,6.5,1.0,1,7.0,3.5,3.5,1,7.0,3.0,4.0,1,7.0,3.5,3.5,1,7.5,2.5,5.0,1,7.0,2.5,4.5,1,5.5,1.0,4.5,1,4.0,5.0,-1.0,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,victory
Senor Pink vs Bartholomew Kuma,6.5,9.0,-2.5,0,7.5,9.5,-2.0,0,7.0,9.5,-2.5,0,7.0,9.5,-2.5,0,7.0,8.5,-1.5,0,7.5,8.0,-0.5,0,7.0,9.0,-2.0,0,5.5,8.0,-2.5,0,4.0,8.0,-4.0,0,0.0,0.0,0.0,0,7.5,9.5,-2.0,0,loss
Senor Pink vs Charlotte Cracker,6.5,7.5,-1.0,0,7.5,8.0,-0.5,0,7.0,8.5,-1.5,0,7.0,9.0,-2.0,0,7.0,9.0,-2.0,0,7.5,8.0,-0.5,0,7.0,8.5,-1.5,0,5.5,8.5,-3.0,0,4.0,7.5,-3.5,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Senor Pink vs Chouchou,6.5,3.0,3.5,1,7.5,3.5,4.0,1,7.0,1.5,5.5,1,7.0,1.5,5.5,1,7.0,2.0,5.0,1,7.5,1.5,6.0,1,7.0,2.0,5.0,1,5.5,1.0,4.5,1,4.0,1.0,3.0,1,0.0,0.0,0.0,0,7.5,2.0,5.5,1,victory
Cavendish vs Gecko Moria,7.5,4.5,3.0,1,7.0,6.0,1.0,1,7.5,6.5,1.0,1,8.0,7.5,0.5,1,6.5,5.5,1.0,1,8.0,5.0,3.0,1,7.5,6.0,1.5,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,8.0,-0.5,0,victory
Cavendish vs Karoo,7.5,4.5,3.0,1,7.0,6.5,0.5,1,7.5,2.0,5.5,1,8.0,1.5,6.5,1,6.5,3.5,3.0,1,8.0,1.5,6.5,1,7.5,2.5,5.0,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,4.5,3.0,1,victory
Cavendish vs Monet,7.5,6.0,1.5,1,7.0,6.5,0.5,1,7.5,4.5,3.0,1,8.0,7.0,1.0,1,6.5,6.0,0.5,1,8.0,6.5,1.5,1,7.5,6.5,1.0,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,6.0,1.5,1,victory
Cavendish vs Kaku,7.5,8.0,-0.5,0,7.0,7.5,-0.5,0,7.5,8.0,-0.5,0,8.0,8.5,-0.5,0,6.5,7.0,-0.5,0,8.0,9.0,-1.0,0,7.5,8.0,-0.5,0,6.0,3.0,3.0,1,6.0,3.0,3.0,1,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Cavendish vs Orlumbus,7.5,4.0,3.5,1,7.0,6.5,0.5,1,7.5,6.0,1.5,1,8.0,5.0,3.0,1,6.5,5.0,1.5,1,8.0,5.0,3.0,1,7.5,6.5,1.0,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Cavendish vs Emporio Ivankov,7.5,7.5,0.0,0,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,8.0,7.5,0.5,1,6.5,7.0,-0.5,0,8.0,8.0,0.0,0,7.5,8.0,-0.5,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Cavendish vs Morgans,7.5,5.0,2.5,1,7.0,7.0,0.0,0,7.5,3.5,4.0,1,8.0,4.0,4.0,1,6.5,4.5,2.0,1,8.0,3.5,4.5,1,7.5,5.0,2.5,1,6.0,1.0,5.0,1,6.0,3.5,2.5,1,0.0,0.0,0.0,0,7.5,8.0,-0.5,0,victory
Cavendish vs Bell-mère,7.5,5.0,2.5,1,7.0,5.5,1.5,1,7.5,4.5,3.0,1,8.0,4.5,3.5,1,6.5,4.5,2.0,1,8.0,5.0,3.0,1,7.5,4.0,3.5,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,6.0,1.5,1,victory
Cavendish vs Basil Hawkins,7.5,7.0,0.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,8.0,7.0,1.0,1,6.5,7.5,-1.0,0,8.0,6.5,1.5,1,7.5,8.0,-0.5,0,6.0,7.0,-1.0,0,6.0,7.0,-1.0,0,0.0,0.0,0.0,0,7.5,7.5,0.0,0,victory
Cavendish vs Denjiro,7.5,7.5,0.0,0,7.0,8.0,-1.0,0,7.5,8.0,-0.5,0,8.0,8.5,-0.5,0,6.5,7.0,-0.5,0,8.0,8.5,-0.5,0,7.5,8.5,-1.0,0,6.0,8.0,-2.0,0,6.0,7.0,-1.0,0,0.0,0.0,0.0,0,7.5,9.0,-1.5,0,loss
Cavendish vs Gin,7.5,6.0,1.5,1,7.0,6.5,0.5,1,7.5,6.5,1.0,1,8.0,7.0,1.0,1,6.5,5.5,1.0,1,8.0,7.0,1.0,1,7.5,6.5,1.0,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Cavendish vs Jewelry Bonney,7.5,6.0,1.5,1,7.0,6.5,0.5,1,7.5,5.5,2.0,1,8.0,6.5,1.5,1,6.5,6.0,0.5,1,8.0,5.5,2.5,1,7.5,7.0,0.5,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,7.0,0.5,1,victory
